files,train,lr,knn,dt
4538_GesturePhaseSegmentationProcessed.csv,True,47.48319243280049,57.68277075667893,51.088800150950206
336_SPECT.csv,True,84.65811965811966,78.36182336182337,77.93447293447294
767_analcatdata_apnea1.csv,True,93.88741134751773,92.42464539007094,91.16578014184397
1005_glass.csv,True,64.02597402597402,76.75324675324677,74.8051948051948
40690_threeOf9.csv,True,81.44796380090499,93.5369532428356,99.41553544494721
860_vinnie.csv,True,84.47368421052633,82.63157894736844,84.73684210526315
40713_dis.csv,False,98.46238053134604,98.43585533240704,98.51529058425612
40994_climate-model-simulation-crashes.csv,True,95.55555555555557,92.96296296296296,92.22222222222223
1480_ilpd.csv,True,72.70894213909995,70.14903565166568,64.82466393921683
40_sonar.csv,True,79.80952380952381,80.80952380952381,72.61904761904762
867_visualizing_livestock.csv,True,95.38461538461539,96.92307692307692,90.76923076923076
749_fri_c3_500_5.csv,True,66.6,87.8,83.4
1512_heart-long-beach.csv,True,36.5,33.5,30.0
774_disclosure_x_bias.csv,True,55.42288557213931,49.39167797376753,51.80235187697874
938_sleuth_ex1221.csv,True,87.5,85.5,78.0
978_mfeat-factors.csv,True,99.85,99.5,98.95
40497_thyroid-ann.csv,True,96.02332533367016,97.56080445735617,99.78800892593995
927_hutsof99_child_witness.csv,True,74.0,70.5,69.5
23_cmc.csv,True,50.77357970215113,49.61895569038426,47.18100753815039
59_ionosphere.csv,True,86.88095238095238,85.73809523809523,88.59523809523809
797_fri_c4_1000_50.csv,True,64.9,62.9,80.8
814_chscase_vine2.csv,True,52.14616096207216,85.8973172987974,84.3987049028677
679_rmftsa_sleepdata.csv,False,44.92385303636017,50.49495526365886,47.75366457262517
41004_jungle_chess_2pcs_endgame_lion_elephant.csv,True,98.61815060758008,98.72412702714912,99.93617021276596
40666_clean2.csv,True,99.92424242424242,96.78675219570516,100.0
1506_thoracic-surgery.csv,True,84.04255319148936,83.61702127659575,78.72340425531917
40687_solar-flare.csv,True,75.69740786457416,72.23329218832657,72.51190266266973
1529_volcanoes-a3.csv,True,90.00687994496045,89.74329205366357,87.1125730994152
1489_phoneme.csv,True,75.03744779900049,87.62124323954268,86.67676456493462
1413_MyIris.csv,True,94.66666666666666,93.33333333333334,93.33333333333333
1530_volcanoes-a4.csv,True,89.90022655977694,90.69536423841059,87.46122342279538
917_fri_c1_1000_25.csv,True,64.5,64.7,83.6
1064_ar6.csv,True,87.18181818181817,83.18181818181817,81.27272727272728
893_visualizing_hamster.csv,True,54.642857142857146,64.10714285714286,68.57142857142857
54_vehicle.csv,True,78.72829131652661,70.70028011204481,69.98459383753502
40701_churn.csv,True,85.53999999999999,89.88000000000001,91.91999999999999
886_no2.csv,True,56.8,58.0,60.6
1511_wholesale-customers.csv,False,90.9090909090909,89.77272727272727,88.63636363636365
337_SPECTF.csv,False,81.09243697478993,75.33613445378151,85.68907563025209
895_chscase_geyser1.csv,True,90.55335968379447,88.77470355731224,83.3794466403162
12_mfeat-factors.csv,True,97.55,97.05,88.95
1499_seeds.csv,True,92.38095238095238,92.38095238095238,90.0
791_diabetes_numeric.csv,False,64.5,64.5,58.0
1069_pc2.csv,True,99.55270868999301,99.57059777764954,99.28437237514507
40706_parity5_plus_5.csv,True,41.63953855878635,52.051991150442475,72.32932996207333
1557_abalone.csv,True,64.90224088671646,62.003889711197544,56.61853292485629
955_tae.csv,True,67.5,63.54166666666665,74.87499999999999
1014_analcatdata_dmft.csv,True,80.55379746835442,75.78955696202533,75.40348101265823
1523_vertebra-column.csv,True,84.83870967741936,80.00000000000001,78.38709677419354
375_JapaneseVowels.csv,False,93.91624673216438,98.21307295380116,88.75602711749707
742_fri_c4_500_100.csv,True,62.0,55.0,82.6
928_rabe_97.csv,True,89.0,90.5,93.0
971_mfeat-fourier.csv,True,99.9,99.95,98.8
868_fri_c4_100_25.csv,True,65.0,70.0,72.0
1006_lymph.csv,True,83.8095238095238,81.76190476190474,82.33333333333333
763_fri_c0_250_10.csv,True,80.0,77.2,75.2
472_lupus.csv,True,77.22222222222221,67.91666666666667,66.38888888888889
1487_ozone-level-8hr.csv,True,93.96283962528399,94.04111294388596,90.76530453456164
830_fri_c2_250_10.csv,False,77.6,84.8,86.0
936_fri_c3_500_10.csv,True,64.6,76.6,85.6
1463_blogger.csv,False,74.0,81.0,85.0
1466_cardiotocography.csv,True,99.81176366374346,89.93267782797413,99.95305164319248
717_rmftsa_ladata.csv,True,88.96078431372548,86.00392156862745,84.62745098039215
848_schlvote.csv,True,73.33333333333333,70.83333333333333,73.33333333333333
800_pyrim.csv,True,92.14285714285714,85.53571428571428,86.42857142857142
1460_banana.csv,True,56.0,89.0377358490566,86.69811320754718
813_fri_c3_1000_5.csv,True,65.5,88.7,87.8
28_optdigits.csv,True,97.02846975088968,94.59074733096085,90.92526690391459
733_machine_cpu.csv,True,93.76190476190474,90.9047619047619,91.83333333333333
782_rabe_266.csv,True,95.83333333333333,96.66666666666666,95.0
826_sensory.csv,True,65.78342407743496,67.02359346642469,64.77011494252875
1475_first-order-theorem-proving.csv,True,47.07409368548292,54.347421456307565,56.19503011242686
1507_twonorm.csv,True,97.71621621621622,96.8918918918919,84.7027027027027
1464_blood-transfusion-service-center.csv,True,77.13333333333333,77.53693693693694,70.18198198198199
718_fri_c4_1000_100.csv,True,64.7,58.3,82.0
905_chscase_adopt.csv,True,87.5,87.5,69.16666666666666
40910_Speech.csv,True,98.04693943678566,98.39931660186167,96.28313891834571
1551_autoUniv-au6-400.csv,True,21.5,19.25,31.25
715_fri_c3_1000_25.csv,True,66.4,64.3,84.0
1526_wall-robot-navigation.csv,True,93.82323486910643,96.60943643512452,100.0
40709_analcatdata_happiness.csv,False,55.0,54.999999999999986,34.99999999999999
469_analcatdata_dmft.csv,True,22.208860759493668,19.06645569620253,17.06012658227848
937_fri_c3_500_50.csv,True,62.6,61.0,80.8
1075_datatrieve.csv,True,91.53846153846153,91.53846153846153,86.15384615384615
723_fri_c4_1000_25.csv,True,64.6,63.5,84.6
479_analcatdata_cyyoung9302.csv,True,89.22222222222223,90.33333333333334,83.77777777777779
920_fri_c2_500_50.csv,True,69.4,68.4,85.0
1455_acute-inflammations.csv,True,100.0,100.0,100.0
40984_segment.csv,True,83.33333333333334,89.13419913419912,91.03896103896105
943_fri_c0_500_10.csv,True,83.8,81.8,78.8
40663_calendarDOW.csv,True,63.916666666666664,61.416666666666664,61.65384615384615
769_fri_c1_250_50.csv,True,62.8,61.2,81.6
40711_cleveland-nominal.csv,True,58.774193548387096,56.40860215053764,52.49462365591398
736_visualizing_environmental.csv,True,69.24242424242425,66.5909090909091,62.12121212121211
857_bolts.csv,True,92.5,85.0,87.5
926_fri_c0_500_25.csv,True,78.0,66.4,72.8
789_fri_c1_100_10.csv,True,63.0,66.0,76.0
945_kidney.csv,True,63.21428571428571,66.24999999999999,80.0
770_strikes.csv,True,63.88120839733743,85.91397849462365,96.8100358422939
909_chscase_census2.csv,True,49.75,50.25,53.25
23499_breast-cancer-dropped-missing-attributes-values.csv,True,75.10582010582011,67.52645502645501,66.01851851851852
36_segment.csv,False,90.82251082251082,92.55411255411256,96.19047619047619
946_visualizing_ethanol.csv,True,55.694444444444436,53.472222222222214,55.55555555555556
908_chscase_census3.csv,True,51.25,47.0,48.25
40670_dna.csv,True,94.25652096764654,80.60241320163246,91.71299856075393
1508_user-knowledge.csv,True,87.3658536585366,79.40853658536585,88.35975609756098
807_kin8nm.csv,True,73.0713839006522,85.21720420500908,76.53838708716758
339_pasture.csv,True,74.16666666666666,83.33333333333333,74.16666666666666
780_rabe_265.csv,True,74.66666666666666,68.66666666666666,64.66666666666666
735_cpu_small.csv,True,91.46737544298522,90.93017957652104,89.06256886744691
951_arsenic-male-lung.csv,True,99.82142857142858,99.64285714285714,100.0
783_fri_c3_100_10.csv,False,56.0,61.0,77.0
719_veteran.csv,True,74.45054945054946,66.53846153846153,68.68131868131869
1228_nki70.arff.csv,True,72.19047619047619,66.71428571428571,67.42857142857144
792_fri_c2_500_5.csv,True,69.6,87.2,87.8
958_segment.csv,True,99.6969696969697,99.17748917748918,99.22077922077922
1559_breast-tissue.csv,True,51.909090909090914,51.81818181818183,55.54545454545455
1547_autoUniv-au1-1000.csv,True,73.3,74.9,66.8
1054_mc2.csv,True,74.55882352941177,70.77205882352942,62.794117647058826
40474_thyroid-allbp.csv,True,71.60714285714286,64.74999999999999,61.2142857142857
40997_jungle_chess_2pcs_endgame_panther_lion.csv,True,98.27799611510142,99.7447260243032,100.0
891_sleuth_case1202.csv,False,84.33333333333334,74.33333333333333,67.88888888888889
983_cmc.csv,True,68.22255929398787,67.68293804008088,64.42084942084941
40710_cleve.csv,False,86.45161290322581,84.17204301075269,75.20430107526882
962_mfeat-morphological.csv,True,99.85,99.85,99.75
40678_led7.csv,True,73.1875,69.90625,72.59375
980_optdigits.csv,True,98.95017793594306,98.66548042704628,97.20640569395017
1528_volcanoes-a2.csv,True,90.7581610240097,91.1898810876316,87.43088691963946
1494_qsar-biodeg.csv,True,86.92183288409703,81.42138364779873,80.85624438454629
377_synthetic_control.csv,True,98.33333333333334,97.33333333333333,92.16666666666667
849_fri_c0_1000_25.csv,True,81.4,70.3,78.8
685_visualizing_livestock.csv,False,45.38461538461539,40.769230769230774,37.69230769230769
759_analcatdata_olympic2000.csv,True,90.71428571428572,86.19047619047619,100.0
801_chscase_funds.csv,False,66.6374269005848,66.57894736842107,56.46198830409355
788_triazines.csv,True,70.76023391812865,73.53801169590642,74.12280701754386
1021_page-blocks.csv,False,94.95709844006458,96.7843179119017,96.58328774069577
900_chscase_census6.csv,True,57.25,58.0,51.0
815_chscase_vine1.csv,True,81.0,82.33333333333334,84.33333333333334
970_analcatdata_authorship.csv,True,99.5252100840336,99.5266106442577,95.00560224089635
458_analcatdata_authorship.csv,True,99.88095238095238,99.5252100840336,92.39215686274511
806_fri_c3_1000_50.csv,True,67.6,65.4,82.4
991_car.csv,True,95.48595241295872,96.81812071514987,99.42062105121656
764_analcatdata_apnea3.csv,True,92.0,92.0,91.77777777777779
1465_breast-tissue.csv,True,36.81818181818181,44.36363636363636,33.09090909090909
1167_pc1_req.csv,True,68.75,59.375,68.75
1553_autoUniv-au7-700.csv,True,42.85714285714286,39.57142857142858,49.285714285714285
818_diggle_table_a2.csv,True,97.09677419354838,97.74193548387098,100.0
731_baskball.csv,True,68.33333333333333,70.55555555555556,64.0
50_tic-tac-toe.csv,False,74.83771929824562,93.84320175438596,94.78289473684211
1049_pc4.csv,True,91.22248464808692,90.26358053849788,88.40765233821445
1055_cm1_req.csv,True,76.38888888888889,71.80555555555557,69.58333333333334
730_fri_c1_250_5.csv,True,66.0,88.4,88.8
1540_volcanoes-d3.csv,True,94.38879171151775,94.04409171894139,90.30709466983407
1071_mw1.csv,True,93.0609756097561,91.57317073170732,87.6158536585366
1519_robot-failures-lp4.csv,True,80.53030303030303,69.24242424242422,80.60606060606061
1563_dbworld-subjects-stemmed.csv,False,87.14285714285714,88.80952380952381,73.57142857142857
713_vineyard.csv,True,80.33333333333334,82.33333333333334,76.66666666666667
40704_Titanic.csv,True,77.6013986013986,76.10098724804607,79.0545043192102
40660_analcatdata_fraud.csv,True,76.5,76.5,81.0
836_sleuth_case1102.csv,True,30.833333333333332,40.83333333333333,49.166666666666664
1520_robot-failures-lp5.csv,True,52.941176470588246,53.492647058823536,58.455882352941174
753_wisconsin.csv,True,56.13157894736842,59.289473684210535,57.89473684210526
1015_confidence.csv,True,87.85714285714285,87.67857142857142,84.99999999999999
922_fri_c2_100_50.csv,True,69.0,70.0,85.0
1560_cardiotocography.csv,False,98.91730888475507,95.67322172025865,98.39932677827974
853_boston.csv,True,86.55294117647058,84.21176470588236,82.4235294117647
925_visualizing_galaxy.csv,True,95.66287878787878,94.42234848484848,94.10037878787878
41005_jungle_chess_2pcs_endgame_rat_rat.csv,True,95.13661202185793,99.78142076502732,100.0
14_mfeat-fourier.csv,True,82.1,79.6,73.2
41082_USPS.csv,True,72.60681505144855,79.12407838235124,88.7284975172749
40982_steel-plates-fault.csv,True,71.81734073486652,74.23843510441449,73.10415014538725
40682_thyroid-new.csv,True,96.27705627705627,94.89177489177489,94.89177489177489
1100_PopularKids.csv,True,53.34663120567376,55.86436170212767,48.51950354609929
882_pollution.csv,True,76.66666666666666,78.33333333333334,65.0
316_yeast_ml8.csv,True,97.97297760707795,98.59349816535783,97.51740338122836
907_chscase_census4.csv,True,48.75,47.5,46.75
845_fri_c0_1000_10.csv,True,83.2,80.3,79.4
805_fri_c4_500_50.csv,True,64.8,57.4,79.8
997_balance-scale.csv,True,95.2048131080389,89.7542242703533,86.40552995391704
1498_sa-heart.csv,True,72.32654949121184,63.8667900092507,62.11378353376504
1012_flags.csv,True,78.84210526315789,71.60526315789475,71.1578947368421
915_plasma_retinol.csv,True,60.89717741935484,53.90120967741935,50.52419354838709
803_delta_ailerons.csv,True,93.85603637108593,93.85603637108592,91.27523362276818
728_analcatdata_supreme.csv,True,98.91400595998297,98.14930365505077,99.28437633035333
794_fri_c2_250_25.csv,True,68.4,68.0,75.2
765_analcatdata_apnea2.csv,True,94.10904255319149,93.68351063829786,94.33510638297872
870_fri_c1_500_5.csv,True,65.0,84.4,82.2
804_hutsof99_logis.csv,False,75.71428571428571,74.28571428571428,58.57142857142857
912_fri_c2_1000_5.csv,True,73.2,90.7,89.6
921_analcatdata_seropositive.csv,True,93.95604395604396,97.69230769230771,94.61538461538461
40646_GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1.csv,True,53.0,54.5,53.625
40705_tokyo1.csv,True,85.29385964912281,91.54934210526315,90.50986842105263
338_grub-damage.csv,True,54.666666666666664,48.375,47.83333333333333
1564_dbworld-subjects.csv,True,85.71428571428572,85.71428571428572,81.19047619047619
795_disclosure_x_tampered.csv,True,55.43871551334238,53.473541383989144,52.125734961555864
1073_jEdit_4.0_4.2.csv,True,70.44973544973544,75.93915343915346,70.0925925925926
44_spambase.csv,False,92.6974441195888,90.54597755352259,91.06785815335283
682_sleuth_ex2016.csv,True,74.72222222222221,67.91666666666667,69.86111111111111
3_kr-vs-kp.csv,True,95.02488244514107,92.05250783699059,99.59277037617554
787_witmer_census_1980.csv,True,74.0,72.0,74.0
41000_jungle_chess_2pcs_endgame_panther_elephant.csv,True,92.89930884943757,99.78750508198942,100.0
1016_vowel.csv,True,96.86868686868686,99.79797979797979,98.28282828282828
40671_ecoli.csv,True,88.71212121212122,86.5719696969697,82.29166666666667
1117_desharnais.csv,True,69.02777777777779,56.80555555555556,64.02777777777779
1538_volcanoes-d1.csv,True,94.33338551859099,94.10495759947814,90.34611872146118
48_tae.csv,True,51.45833333333333,40.29166666666667,61.666666666666664
796_cpu.csv,True,98.57142857142858,98.0952380952381,97.5952380952381
762_fri_c2_100_10.csv,True,71.0,71.0,74.0
41007_jungle_chess_2pcs_endgame_lion_lion.csv,True,94.5580598629643,97.23692751532636,99.57464839523982
1462_banknote-authentication.csv,True,98.17782714482175,99.78102189781023,98.17782714482175
994_vehicle.csv,True,94.44537815126051,96.45938375350138,95.86694677871148
772_quake.csv,True,55.8294930875576,51.74607872151525,51.60846404261616
969_iris.csv,True,99.33333333333333,99.33333333333333,100.0
973_wine.csv,True,98.30065359477125,94.41176470588235,93.30065359477125
866_fri_c2_1000_50.csv,True,69.4,64.5,82.3
906_chscase_census5.csv,True,47.5,47.5,45.75
475_analcatdata_germangss.csv,True,40.5,37.25,37.25
1004_synthetic_control.csv,True,100.0,100.0,98.83333333333333
875_analcatdata_chlamydia.csv,True,95.0,98.0,93.0
1048_jEdit_4.2_4.3.csv,True,62.86036036036036,64.20420420420422,62.890390390390394
30_page-blocks.csv,True,96.21792391144797,96.3638425919748,96.2543201804134
743_fri_c1_1000_5.csv,True,63.4,89.8,86.1
463_backache.csv,False,87.22222222222223,86.66666666666667,77.7777777777778
721_pwLinear.csv,True,86.0,83.5,82.0
744_fri_c3_250_5.csv,True,67.2,86.8,84.0
931_disclosure_z.csv,True,56.501582994120305,48.80370872908186,46.81818181818183
18_mfeat-morphological.csv,True,73.7,71.35,65.8
1467_climate-model-simulation-crashes.csv,True,90.74074074074075,90.37037037037037,87.96296296296296
873_fri_c3_250_50.csv,False,58.4,56.8,80.0
851_tecator.csv,True,93.75,86.25,86.25
918_fri_c4_250_50.csv,True,61.2,58.4,74.4
987_collins.csv,True,87.4,100.0,100.0
834_fri_c4_250_100.csv,True,61.6,61.2,70.8
40683_postoperative-patient-data.csv,True,69.44444444444444,72.77777777777779,67.36111111111111
817_diggle_table_a1.csv,True,70.5,72.5,66.0
1497_wall-robot-navigation.csv,True,70.19817185872232,86.58308969318145,99.46846120240616
40693_xd6.csv,True,81.40332421628446,94.34041657900272,99.89690721649484
1549_autoUniv-au6-750.csv,True,20.000000000000004,19.06666666666667,23.466666666666665
778_bodyfat.csv,True,94.47692307692307,84.8923076923077,99.6
464_prnn_synth.csv,True,86.0,82.8,79.2
864_sleuth_ex2015.csv,True,71.66666666666666,60.0,61.666666666666664
947_arsenic-male-bladder.csv,True,98.02922077922076,97.67207792207792,96.42207792207793
444_analcatdata_boxing2.csv,True,84.01098901098901,82.63736263736264,75.71428571428571
758_analcatdata_election2000.csv,True,91.19047619047619,88.33333333333334,92.61904761904762
468_confidence.csv,True,80.53571428571426,87.5,79.10714285714286
1558_bank-marketing.csv,True,89.42717185332785,88.21079724159486,86.86148391255934
16_mfeat-karhunen.csv,True,94.75,95.4,82.35
1028_SWD.csv,True,57.8,54.0,56.9
1510_wdbc.csv,True,97.89473684210525,96.312656641604,92.61904761904762
835_analcatdata_vehicle.csv,True,91.0,87.0,91.5
793_fri_c3_250_10.csv,True,64.8,70.8,85.6
1600_SPECTF.csv,True,82.03703703703704,69.61538461538463,73.03418803418802
862_sleuth_ex2016.csv,True,71.38888888888889,68.88888888888889,57.5
988_fl2000.csv,True,82.38095238095238,83.33333333333333,77.38095238095238
461_analcatdata_creditscore.csv,True,86.0,77.0,96.0
40975_car.csv,True,91.83895684903885,95.37168974324506,98.3223551552628
1495_qualitative-bankruptcy.csv,True,99.2,99.2,99.2
714_fruitfly.csv,True,58.3974358974359,51.34615384615385,46.47435897435897
729_visualizing_slope.csv,True,88.5,88.5,89.0
775_fri_c2_100_25.csv,True,71.0,72.0,75.0
1056_mc1.csv,True,99.17597799661107,99.41892836173427,99.37674552553854
824_fri_c1_500_10.csv,True,65.4,73.6,84.2
1524_vertebra-column.csv,True,84.19354838709678,82.25806451612904,80.64516129032258
40707_allbp.csv,True,96.44765834421005,96.68603427224116,96.92476106269211
1065_kc3.csv,True,91.05314009661836,89.95652173913042,86.46376811594203
732_fri_c0_250_50.csv,True,74.4,67.2,66.8
890_cloud.csv,True,68.54545454545455,62.18181818181817,88.72727272727272
1479_hill-valley.csv,True,74.99458068012464,52.63785394932936,54.53597073567268
1527_volcanoes-a1.csv,False,91.29815950920245,91.7599811231713,99.01576215195846
724_analcatdata_vineyard.csv,True,75.19426456984274,85.0786308973173,81.19796484736354
40669_corral.csv,True,90.0,95.0,100.0
346_aids.csv,True,64.0,60.0,60.0
40677_led24.csv,False,72.71875,56.84375,57.84375
779_fri_c1_500_25.csv,True,64.2,64.4,78.8
884_fri_c0_500_5.csv,True,83.2,85.0,81.0
879_fri_c2_500_25.csv,True,63.2,65.8,79.0
40680_mofn-3-7-10.csv,False,100.0,89.42469810890864,100.0
1525_wall-robot-navigation.csv,False,93.67681553920087,98.69852471687335,100.0
11_balance-scale.csv,False,86.39272913466462,82.09421402969791,78.4152585765489
1556_acute-inflammations.csv,True,100.0,100.0,100.0
1555_autoUniv-au6-1000.csv,True,18.5,12.8,22.3
737_space_ga.csv,True,83.87542786018047,82.45887356083394,77.53511046571933
974_hayes-roth.csv,True,66.20879120879121,78.07692307692308,76.53846153846153
754_fri_c0_100_5.csv,True,84.0,83.0,82.0
1516_robot-failures-lp1.csv,True,59.30555555555556,56.94444444444444,75.13888888888889
40983_wilt.csv,True,96.30096846500008,98.18143319131462,97.87138750577486
827_disclosure_x_noise.csv,True,54.38037087290819,51.81139755766621,49.538670284938945
812_fri_c1_100_25.csv,True,68.0,68.0,77.0
838_fri_c4_500_25.csv,True,66.6,69.6,81.8
1504_steel-plates-fault.csv,True,99.8456251652128,88.61644197726673,100.0
43_haberman.csv,True,74.46236559139784,71.59139784946237,66.98924731182795
902_sleuth_case2002.csv,True,65.19047619047619,61.0,58.42857142857142
726_fri_c2_100_5.csv,True,68.0,83.0,77.0
40999_jungle_chess_2pcs_endgame_elephant_elephant.csv,True,94.30039668229355,99.78741435268662,100.0
850_fri_c0_100_50.csv,True,72.0,67.0,57.0
740_fri_c3_1000_10.csv,True,67.1,79.9,86.2
828_fri_c4_100_100.csv,True,54.0,58.0,75.0
777_sleuth_ex1714.csv,True,77.5,75.5,79.5
1061_ar4.csv,True,84.18181818181817,85.0,77.63636363636365
913_fri_c2_1000_10.csv,True,71.9,80.0,87.6
